CPUID:,0xA50F00
Processor:,AMD Ryzen 7 5800H
Platform:,Socket FP6 (BGA 1140)
Revision:,CZN-A0
Lithography:,7 nm

* Values should be divided by 1000
Session start:,00:04:36 - December 17 - 2025

Time,Cur. CPU #0 Tdie #0,Min. CPU #0 Tdie #0,Max. CPU #0 Tdie #0,Avg. CPU #0 Tdie #0,Cur. CPU #0 Core #0,Min. CPU #0 Core #0,Max. CPU #0 Core #0,Avg. CPU #0 Core #0,Cur. CPU #0 Core #1,Min. CPU #0 Core #1,Max. CPU #0 Core #1,Avg. CPU #0 Core #1,Cur. CPU #0 Core #2,Min. CPU #0 Core #2,Max. CPU #0 Core #2,Avg. CPU #0 Core #2,Cur. CPU #0 Core #3,Min. CPU #0 Core #3,Max. CPU #0 Core #3,Avg. CPU #0 Core #3,Cur. CPU #0 Core #4,Min. CPU #0 Core #4,Max. CPU #0 Core #4,Avg. CPU #0 Core #4,Cur. CPU #0 Core #5,Min. CPU #0 Core #5,Max. CPU #0 Core #5,Avg. CPU #0 Core #5,Cur. CPU #0 Core #6,Min. CPU #0 Core #6,Max. CPU #0 Core #6,Avg. CPU #0 Core #6,Cur. CPU #0 Core #7,Min. CPU #0 Core #7,Max. CPU #0 Core #7,Avg. CPU #0 Core #7,CPU #0 Core #0 Load,CPU #0 Core #0 Frequency,CPU #0 Core #1 Load,CPU #0 Core #1 Frequency,CPU #0 Core #2 Load,CPU #0 Core #2 Frequency,CPU #0 Core #3 Load,CPU #0 Core #3 Frequency,CPU #0 Core #4 Load,CPU #0 Core #4 Frequency,CPU #0 Core #5 Load,CPU #0 Core #5 Frequency,CPU #0 Core #6 Load,CPU #0 Core #6 Frequency,CPU #0 Core #7 Load,CPU #0 Core #7 Frequency,CPU #0 Package,CPU #0 Core #0,CPU #0 Core #1,CPU #0 Core #2,CPU #0 Core #3,CPU #0 Core #4,CPU #0 Core #5,CPU #0 Core #6,CPU #0 Core #7,
01:01:18 12/17/25,51125,44000,92750,61398,48885,40980,81905,49953,50187,41965,92112,53996,48947,41030,81224,49837,49282,41442,87248,52153,48606,40920,78570,49470,48568,41317,83512,51370,47547,40892,74349,48850,47288,41369,79594,50026,8645,1856479,10239,1547066,10239,1856479,14948,1547066,10265,1547066,7950,1547066,6381,1547066,2460,1547066,5949,546,593,579,542,592,459,151,25,
01:01:28 12/17/25,49875,44000,92750,61367,47213,40980,81905,49947,48486,41965,92112,53982,47054,41030,81224,49830,46269,41442,87248,52139,45846,40920,78570,49461,45680,41317,83512,51356,45529,40892,74349,48843,45516,41369,79594,50015,10544,1856479,22742,1856479,9782,1547066,8257,1547066,0,1547066,0,1547066,0,1547066,699,1547066,5184,480,700,538,49,4,5,4,13,
01:01:38 12/17/25,49500,44000,92750,61332,47575,40980,81905,49938,48724,41965,92112,53967,47421,41030,81224,49821,47304,41442,87248,52123,46211,40920,78570,49451,46118,41317,83512,51340,45889,40892,74349,48833,45888,41369,79594,50002,10190,1856479,19330,1856479,13970,1547066,7909,1547066,511,1547066,0,1547066,0,1547066,531,1547066,5250,505,615,561,367,4,4,4,13,
01:01:48 12/17/25,49750,44000,92750,61298,47953,40980,81905,49931,49588,41965,92112,53952,47769,41030,81224,49813,47385,41442,87248,52107,46544,40920,78570,49442,46400,41317,83512,51324,46215,40892,74349,48825,46177,41369,79594,49990,14200,1856479,14177,1856479,8011,1547066,3387,1547066,304,1547066,304,1547066,358,1547066,358,1547066,5101,488,756,548,235,5,4,4,12,
01:01:58 12/17/25,50000,44000,92750,61265,48008,40980,81905,49924,49442,41965,92112,53939,47467,41030,81224,49806,47182,41442,87248,52093,46636,40920,78570,49433,46476,41317,83512,51310,46357,40892,74349,48818,46321,41369,79594,49979,9818,1856479,19805,1856479,13657,1856479,592,1547066,592,1547066,592,1547066,592,1547066,592,1547066,5278,549,761,358,118,4,4,4,14,
01:02:08 12/17/25,50125,44000,92750,61233,47870,40980,81905,49919,48688,41965,92112,53926,47725,41030,81224,49801,47368,41442,87248,52080,46840,40920,78570,49426,46654,41317,83512,51297,46598,40892,74349,48811,46510,41369,79594,49969,2735,1547066,1971,1856479,6503,1547066,4210,1547066,0,1547066,0,1547066,0,1547066,1365,1547066,4968,442,529,460,203,4,4,5,13,
01:02:18 12/17/25,49750,44000,92750,61200,48187,40980,81905,49913,49275,41965,92112,53910,47513,41030,81224,49793,47713,41442,87248,52066,47119,40920,78570,49419,46867,41317,83512,51284,46785,40892,74349,48805,46683,41369,79594,49959,25261,1547066,21394,1856479,8337,1547066,2168,1547066,2144,1547066,2144,1547066,2090,1547066,1321,1547066,5319,578,576,171,231,94,12,13,24,
01:02:28 12/17/25,49750,44000,92750,61167,48510,40980,81905,49907,49331,41965,92112,53895,48052,41030,81224,49786,47850,41442,87248,52051,47112,40920,78570,49412,46866,41317,83512,51270,46801,40892,74349,48799,46686,41369,79594,49949,10173,1856479,35869,1856479,13333,1856479,21155,1547066,2485,1547066,929,1547066,929,1547066,464,1547066,6764,657,633,437,278,26,5,5,13,
01:02:38 12/17/25,50250,44000,92750,61136,48029,40980,81905,49903,48953,41965,92112,53883,47593,41030,81224,49782,47327,41442,87248,52041,47222,40920,78570,49406,47023,41317,83512,51259,47036,40892,74349,48794,46927,41369,79594,49941,5193,1856479,7517,1856479,2868,1547066,0,1547066,0,1547066,0,1547066,0,1547066,1191,1547066,4964,398,554,172,4,4,4,4,14,
01:02:48 12/17/25,49750,44000,92750,61104,48152,40980,81905,49898,48883,41965,92112,53868,47809,41030,81224,49776,47292,41442,87248,52027,47162,40920,78570,49400,46872,41317,83512,51247,46943,40892,74349,48789,46784,41369,79594,49932,2096,1856479,17163,1856479,1851,1547066,0,1547066,0,1547066,0,1547066,0,1547066,560,1547066,5039,470,538,307,48,4,4,4,13,
01:02:58 12/17/25,49625,44000,92750,61071,48126,40980,81905,49893,48530,41965,92112,53853,47725,41030,81224,49770,47435,41442,87248,52014,47189,40920,78570,49393,46962,41317,83512,51234,46979,40892,74349,48783,46851,41369,79594,49923,4693,1856479,2332,1856479,17135,1547066,0,1547066,0,1547066,0,1547066,0,1547066,387,1547066,4976,473,444,283,127,4,4,4,15,
01:03:08 12/17/25,49750,44000,92750,61039,48008,40980,81905,49888,48440,41965,92112,53839,47516,41030,81224,49765,47181,41442,87248,52001,47142,40920,78570,49387,46918,41317,83512,51222,46965,40892,74349,48778,46851,41369,79594,49915,8556,1856479,11628,1856479,6123,1856479,4550,1547066,1404,1547066,1404,1547066,1404,1547066,0,1547066,5438,441,442,165,5,4,4,4,11,
01:03:18 12/17/25,50875,44000,92750,61008,49326,40980,81905,49885,49792,41965,92112,53826,48842,41030,81224,49760,47835,41442,87248,51989,47569,40920,78570,49382,47273,41317,83512,51211,47244,40892,74349,48774,47135,41369,79594,49906,7026,1856479,34519,1856479,30661,1547066,2412,1856479,0,1547066,0,1547066,0,1547066,29,1547066,5941,691,620,587,74,4,5,4,12,
01:03:28 12/17/25,50750,44000,92750,60979,48963,40980,81905,49882,49285,41965,92112,53815,48596,41030,81224,49758,48034,41442,87248,51979,47824,40920,78570,49377,47507,41317,83512,51201,47512,40892,74349,48770,47390,41369,79594,49899,5645,1856479,1029,1856479,4884,1547066,4884,1547066,159,1547066,159,1547066,159,1547066,1034,1547066,5333,558,487,392,128,58,4,5,12,
01:03:38 12/17/25,50625,44000,92750,60953,49411,40980,81905,49880,50116,41965,92112,53804,48679,41030,81224,49754,48363,41442,87248,51970,47824,40920,78570,49373,47593,41317,83512,51191,47537,40892,74349,48767,47430,41369,79594,49893,5722,1547066,12713,1856479,8880,1547066,1334,1547066,0,1547066,0,1547066,0,1547066,1116,1547066,5092,684,610,388,193,5,4,5,13,
01:03:48 12/17/25,50750,44000,92750,60924,49226,40980,81905,49877,50181,41965,92112,53792,49139,41030,81224,49751,48781,41442,87248,51958,48073,40920,78570,49369,47758,41317,83512,51181,47677,40892,74349,48763,47575,41369,79594,49886,34807,1856479,18560,1856479,21653,1856479,10806,1547066,1502,1547066,0,1547066,0,1547066,1392,1547066,5946,558,587,542,302,84,4,4,15,
01:03:58 12/17/25,50875,44000,92750,60897,48070,40980,81905,49875,49348,41965,92112,53781,48145,41030,81224,49748,48332,41442,87248,51949,46698,40920,78570,49364,46710,41317,83512,51170,46384,40892,74349,48759,46410,41369,79594,49878,28753,1856479,17223,1856479,11055,1856479,4115,1547066,260,1547066,260,1547066,159,1547066,931,1547066,5951,526,589,696,497,4,4,4,14,
01:04:08 12/17/25,49000,44000,92750,60866,46514,40980,81905,49868,47083,41965,92112,53765,46187,41030,81224,49740,46232,41442,87248,51934,45586,40920,78570,49354,45218,41317,83512,51155,45090,40892,74349,48750,45033,41369,79594,49866,11421,1856479,14520,1856479,8323,1547066,4450,1547066,4450,1547066,0,1547066,0,1547066,676,1547066,5260,529,460,366,373,210,4,4,14,
01:04:18 12/17/25,49000,44000,92750,60832,47833,40980,81905,49860,48497,41965,92112,53748,47501,41030,81224,49731,47395,41442,87248,51918,46640,40920,78570,49344,46287,41317,83512,51140,46235,40892,74349,48740,45806,41369,79594,49853,5993,1856479,6750,1856479,12219,1547066,5188,1547066,3626,1547066,2063,1547066,2063,1547066,198,1547066,5171,652,555,510,407,235,115,199,19,
01:04:28 12/17/25,49125,44000,92750,60799,47489,40980,81905,49853,48102,41965,92112,53732,47016,41030,81224,49724,46823,41442,87248,51903,46293,40920,78570,49335,46131,41317,83512,51126,46096,40892,74349,48733,46001,41369,79594,49842,13183,1547066,7002,1856479,17820,1547066,5457,1547066,1593,1547066,1596,1547066,1546,1547066,773,1547066,5689,560,497,332,177,7,6,7,16,
01:04:38 12/17/25,50000,44000,92750,60767,48461,40980,81905,49847,49687,41965,92112,53717,48072,41030,81224,49718,48083,41442,87248,51890,47037,40920,78570,49328,46778,41317,83512,51112,46605,40892,74349,48726,46542,41369,79594,49832,24177,1856479,8885,1856479,21100,1856479,6594,1547066,599,1547066,1247,1547066,1297,1547066,624,1547066,5885,638,680,524,396,99,4,5,15,
01:04:48 12/17/25,49875,44000,92750,60738,48387,40980,81905,49843,48990,41965,92112,53704,48224,41030,81224,49713,47651,41442,87248,51878,47327,40920,78570,49322,46876,41317,83512,51100,46851,40892,74349,48721,46709,41369,79594,49823,8180,1856479,22262,1856479,6661,1547066,5832,1547066,3434,1547066,303,1547066,303,1547066,303,1547066,5394,545,551,552,215,133,5,4,13,
01:04:58 12/17/25,50250,44000,92750,60709,48776,40980,81905,49840,49339,41965,92112,53692,48325,41030,81224,49709,48132,41442,87248,51867,47627,40920,78570,49316,47514,41317,83512,51090,47196,40892,74349,48716,47146,41369,79594,49815,5182,1856479,20047,1856479,3572,1856479,445,1547066,1227,1547066,1227,1547066,2009,1547066,2009,1547066,5409,588,515,389,250,130,114,5,15,
01:05:08 12/17/25,51375,44000,92750,60682,49310,40980,81905,49839,50523,41965,92112,53683,49396,41030,81224,49708,49267,41442,87248,51859,48433,40920,78570,49313,48298,41317,83512,51081,47996,40892,74349,48713,47616,41369,79594,49809,11490,1856479,31579,1856479,19188,1547066,12993,1856479,1377,1547066,0,1547066,0,1547066,1377,1547066,5880,475,615,599,398,228,184,189,10,
01:05:18 12/17/25,50625,44000,92750,60656,48323,40980,81905,49835,49340,41965,92112,53673,48028,41030,81224,49704,48237,41442,87248,51849,47379,40920,78570,49308,46765,41317,83512,51070,46611,40892,74349,48708,46510,41369,79594,49801,13063,1856479,42466,1856479,26918,1856479,27725,1547066,16147,1547066,22339,1547066,1395,1547066,0,1547066,6952,542,573,504,521,353,5,4,18,
01:05:28 12/17/25,50500,44000,92750,60628,48741,40980,81905,49831,50008,41965,92112,53661,48767,41030,81224,49700,49154,41442,87248,51838,47526,40920,78570,49302,47323,41317,83512,51059,47036,40892,74349,48703,46994,41369,79594,49792,8235,1856479,28221,1856479,22856,1856479,12049,1547066,2075,1547066,2106,1547066,2131,1547066,2057,1547066,5986,512,601,624,591,129,13,13,23,
01:05:38 12/17/25,50750,44000,92750,60601,49033,40980,81905,49828,49827,41965,92112,53651,49056,41030,81224,49698,48562,41442,87248,51829,47759,40920,78570,49297,47463,41317,83512,51049,47318,40892,74349,48698,47253,41369,79594,49785,1456,1856479,20185,1856479,17823,1856479,8374,1547066,1287,1547066,1287,1547066,1287,1547066,643,1547066,5466,507,554,546,308,83,4,4,11,
01:05:48 12/17/25,51375,44000,92750,60575,49348,40980,81905,49827,50188,41965,92112,53642,49058,41030,81224,49696,48266,41442,87248,51820,47797,40920,78570,49294,47535,41317,83512,51040,47522,40892,74349,48695,47408,41369,79594,49779,7081,1856479,32952,1547066,17243,1856479,767,1547066,1595,1547066,1655,1547066,870,1547066,1706,1547066,5757,639,630,538,126,17,13,58,12,
01:05:58 12/17/25,49875,44000,92750,60548,46685,40980,81905,49822,47530,41965,92112,53629,46229,41030,81224,49690,45977,41442,87248,51808,45614,40920,78570,49286,45484,41317,83512,51028,45326,40892,74349,48689,45377,41369,79594,49769,3498,1547066,13561,1856479,560,1547066,1120,1547066,1120,1547066,1120,1547066,1120,1547066,560,1547066,5004,462,552,242,43,41,4,4,13,
01:06:08 12/17/25,48250,44000,92750,60517,45108,40980,81905,49812,46126,41965,92112,53612,44729,41030,81224,49679,44635,41442,87248,51792,44253,40920,78570,49275,44238,41317,83512,51011,44096,40892,74349,48678,44162,41369,79594,49756,4274,1547066,17333,1856479,1932,1547066,1133,1547066,1876,1547066,1876,1547066,1821,1547066,279,1547066,4897,367,529,221,82,4,4,4,14,
01:06:18 12/17/25,47625,44000,92750,60483,45638,40980,81905,49800,46564,41965,92112,53593,44904,41030,81224,49668,44953,41442,87248,51774,44714,40920,78570,49262,44660,41317,83512,50994,44606,40892,74349,48667,44606,41369,79594,49741,5762,1856479,23492,1856479,0,1856479,0,1856479,0,1547066,0,1547066,0,1547066,272,1547066,5049,441,527,4,4,4,4,4,11,
01:06:28 12/17/25,48875,44000,92750,60453,46843,40980,81905,49792,48000,41965,92112,53578,46773,41030,81224,49659,46490,41442,87248,51760,45633,40920,78570,49253,45505,41317,83512,50980,45299,40892,74349,48658,45285,41369,79594,49730,9607,1856479,5730,1856479,9583,1547066,1107,1547066,337,1547066,337,1547066,337,1547066,1053,1547066,5079,464,644,521,277,4,4,4,17,
01:06:38 12/17/25,48875,44000,92750,60421,46619,40980,81905,49784,48062,41965,92112,53562,46612,41030,81224,49650,46082,41442,87248,51745,45871,40920,78570,49244,45643,41317,83512,50966,45629,40892,74349,48649,45561,41369,79594,49718,3023,1856479,18484,1547066,9973,1547066,0,1547066,0,1547066,0,1547066,0,1547066,2236,1547066,5081,332,658,379,4,4,4,4,15,
01:06:48 12/17/25,49250,44000,92750,60391,46929,40980,81905,49776,48333,41965,92112,53548,46996,41030,81224,49643,46473,41442,87248,51732,46178,40920,78570,49235,45962,41317,83512,50952,45950,40892,74349,48642,45857,41369,79594,49708,7410,1856479,4710,1856479,0,1856479,3152,1547066,816,1547066,816,1547066,816,1547066,816,1547066,4993,335,635,426,59,4,4,5,11,
01:06:58 12/17/25,49875,44000,92750,60362,48057,40980,81905,49772,48902,41965,92112,53536,47761,41030,81224,49638,47204,41442,87248,51720,46698,40920,78570,49228,46463,41317,83512,50940,46415,40892,74349,48635,46305,41369,79594,49698,25591,1856479,7818,1856479,21710,1856479,6261,1547066,82,1547066,82,1547066,82,1547066,82,1547066,5939,588,632,531,159,5,4,4,12,
01:07:08 12/17/25,51000,44000,92750,60336,49294,40980,81905,49769,50534,41965,92112,53526,48967,41030,81224,49635,49150,41442,87248,51710,47820,40920,78570,49223,47300,41317,83512,50930,47063,40892,74349,48631,46949,41369,79594,49690,31531,1856479,10103,1856479,11634,1856479,12401,1547066,3159,1547066,0,1547066,0,1547066,869,1547066,5928,686,688,611,558,256,5,4,13,
01:07:18 12/17/25,51250,44000,92750,60312,49079,40980,81905,49767,50109,41965,92112,53517,48803,41030,81224,49633,49403,41442,87248,51702,47993,40920,78570,49219,47939,41317,83512,50921,47415,40892,74349,48627,47417,41369,79594,49684,13177,1856479,17033,1856479,7719,1547066,11568,1547066,300,1547066,601,1547066,601,1547066,501,1547066,5431,548,534,452,557,177,133,4,13,
01:07:28 12/17/25,50625,44000,92750,60287,48240,40980,81905,49764,49820,41965,92112,53507,47594,41030,81224,49630,47409,41442,87248,51692,46357,40920,78570,49214,46318,41317,83512,50911,46047,40892,74349,48622,46091,41369,79594,49676,7173,1856479,26578,1856479,14167,1547066,0,1547066,1000,1547066,1000,1547066,1000,1547066,0,1547066,5318,673,809,502,205,4,4,4,13,
01:07:38 12/17/25,49250,44000,92750,60260,46521,40980,81905,49757,47855,41965,92112,53493,46515,41030,81224,49623,47033,41442,87248,51679,45794,40920,78570,49205,45692,41317,83512,50897,44921,40892,74349,48613,45067,41369,79594,49665,9879,1547066,33912,1547066,16880,1856479,32365,1856479,2907,1856479,1347,1547066,1350,1547066,675,1547066,6144,458,516,510,577,374,168,11,25,
01:07:48 12/17/25,49000,44000,92750,60230,47116,40980,81905,49749,47999,41965,92112,53479,46834,41030,81224,49615,47118,41442,87248,51666,45890,40920,78570,49195,45710,41317,83512,50882,45420,40892,74349,48604,45426,41369,79594,49653,4580,1856479,31853,1856479,21698,1856479,316,1547066,632,1547066,632,1547066,632,1547066,579,1547066,5400,497,515,455,445,144,4,4,14,
01:07:58 12/17/25,49375,44000,92750,60201,47659,40980,81905,49744,48572,41965,92112,53465,47369,41030,81224,49609,47668,41442,87248,51653,46275,40920,78570,49187,46211,41317,83512,50869,45961,40892,74349,48597,45943,41369,79594,49642,9636,1856479,33490,1856479,9612,1856479,2681,1547066,370,1547066,533,1547066,533,1547066,533,1547066,5474,577,516,505,424,4,4,4,11,
01:08:08 12/17/25,50375,44000,92750,60174,48232,40980,81905,49740,49629,41965,92112,53454,48051,41030,81224,49605,48102,41442,87248,51643,47136,40920,78570,49181,46811,41317,83512,50858,46515,40892,74349,48591,46550,41369,79594,49634,7773,1856479,18613,1856479,22475,1856479,3899,1856479,809,1547066,0,1547066,0,1547066,759,1547066,5772,585,651,516,367,171,4,4,22,
01:08:18 12/17/25,49875,44000,92750,60148,47787,40980,81905,49736,48653,41965,92112,53442,47041,41030,81224,49600,46799,41442,87248,51632,46581,40920,78570,49175,46441,41317,83512,50847,46366,40892,74349,48585,46349,41369,79594,49626,8721,1547066,7933,1856479,3343,1547066,0,1547066,0,1547066,498,1547066,990,1547066,990,1547066,5087,554,614,130,4,5,4,4,14,
01:08:28 12/17/25,49625,44000,92750,60120,47698,40980,81905,49730,48062,41965,92112,53429,46940,41030,81224,49594,46910,41442,87248,51620,46538,40920,78570,49168,46403,41317,83512,50836,46340,40892,74349,48580,46260,41369,79594,49617,4526,1547066,12329,1856479,4526,1547066,2128,1547066,2128,1547066,2128,1547066,2128,1547066,283,1547066,5071,562,434,105,94,5,4,4,11,
01:08:38 12/17/25,49125,44000,92750,60092,47804,40980,81905,49724,48281,41965,92112,53415,46969,41030,81224,49587,46681,41442,87248,51607,46559,40920,78570,49161,46312,41317,83512,50824,46359,40892,74349,48574,46259,41369,79594,49608,14562,1547066,12215,1856479,2235,1547066,0,1547066,0,1547066,0,1547066,700,1547066,350,1547066,5054,597,538,118,4,4,4,4,12,
01:08:48 12/17/25,49125,44000,92750,60064,47771,40980,81905,49719,48323,41965,92112,53401,47224,41030,81224,49581,46740,41442,87248,51595,46621,40920,78570,49155,46395,41317,83512,50813,46401,40892,74349,48568,46302,41369,79594,49600,11119,1856479,8011,1856479,2620,1547066,0,1547066,0,1547066,0,1547066,0,1547066,506,1547066,5000,524,545,226,4,5,4,4,13,
01:08:58 12/17/25,49000,44000,92750,60035,47421,40980,81905,49714,47774,41965,92112,53388,47021,41030,81224,49575,46603,41442,87248,51583,46575,40920,78570,49148,46327,41317,83512,50801,46359,40892,74349,48562,46274,41369,79594,49591,5699,1856479,5686,1856479,916,1547066,291,1547066,291,1547066,291,1547066,291,1547066,1061,1547066,5009,425,419,195,4,4,4,4,12,
01:09:08 12/17/25,49000,44000,92750,60007,47263,40980,81905,49708,47912,41965,92112,53374,46958,41030,81224,49568,46600,41442,87248,51570,46553,40920,78570,49142,46308,41317,83512,50790,46341,40892,74349,48557,46254,41369,79594,49583,7544,1856479,7518,1856479,462,1547066,462,1547066,462,1547066,462,1547066,462,1547066,1243,1547066,5160,373,476,189,4,4,5,4,11,
01:09:18 12/17/25,48875,44000,92750,59979,47644,40980,81905,49702,47900,41965,92112,53361,47201,41030,81224,49561,46582,41442,87248,51558,46580,40920,78570,49135,46307,41317,83512,50779,46339,40892,74349,48551,46218,41369,79594,49574,7547,1856479,6756,1547066,609,1547066,609,1547066,609,1547066,609,1547066,609,1547066,304,1547066,5030,495,465,253,4,5,4,4,11,
01:09:28 12/17/25,48875,44000,92750,59950,47159,40980,81905,49696,48026,41965,92112,53347,46664,41030,81224,49554,46515,41442,87248,51545,46393,40920,78570,49128,46197,41317,83512,50767,46204,40892,74349,48545,46123,41369,79594,49565,8558,1856479,17157,1856479,0,1547066,716,1547066,1432,1547066,1432,1547066,1432,1547066,0,1547066,5016,417,533,65,5,4,4,4,10,
01:09:38 12/17/25,48875,44000,92750,59925,47520,40980,81905,49691,48367,41965,92112,53334,46811,41030,81224,49548,46571,41442,87248,51534,46442,40920,78570,49122,46204,41317,83512,50756,46221,40892,74349,48540,46107,41369,79594,49557,12693,1856479,6497,1547066,530,1856479,530,1547066,0,1547066,0,1547066,0,1547066,0,1547066,5026,527,607,95,8,4,4,5,10,
01:09:48 12/17/25,49000,44000,92750,59897,48216,40980,81905,49686,48078,41965,92112,53321,47692,41030,81224,49542,47292,41442,87248,51522,46804,40920,78570,49115,46471,41317,83512,50745,46422,40892,74349,48534,46271,41369,79594,49549,10518,1856479,8949,1856479,2689,1547066,2689,1547066,3472,1547066,1907,1547066,1907,1547066,1124,1547066,5208,625,389,403,285,63,10,10,17,
01:09:58 12/17/25,49625,44000,92750,59871,47854,40980,81905,49682,48528,41965,92112,53309,47411,41030,81224,49537,47340,41442,87248,51511,46761,40920,78570,49110,46596,41317,83512,50735,46553,40892,74349,48530,46465,41369,79594,49541,11389,1856479,6819,1856479,3773,1547066,0,1547066,1488,1547066,3011,1547066,3111,1547066,1589,1547066,5162,503,505,283,179,4,4,5,10,
01:10:08 12/17/25,49125,44000,92750,59844,47752,40980,81905,49677,48251,41965,92112,53296,47116,41030,81224,49531,46947,41442,87248,51500,46631,40920,78570,49104,46453,41317,83512,50725,46425,40892,74349,48524,46355,41369,79594,49534,7474,1856479,16777,1547066,2048,1547066,0,1547066,636,1547066,1273,1547066,1273,1547066,636,1547066,5027,538,478,191,102,5,4,4,10,
01:10:18 12/17/25,49125,44000,92750,59817,47554,40980,81905,49671,48490,41965,92112,53283,47109,41030,81224,49524,47040,41442,87248,51488,46681,40920,78570,49098,46469,41317,83512,50714,46461,40892,74349,48519,46369,41369,79594,49525,12430,1856479,10117,1856479,9359,1547066,1570,1547066,791,1547066,791,1547066,842,1547066,1678,1547066,5145,440,562,174,119,4,5,4,14,
01:10:28 12/17/25,49125,44000,92750,59790,47814,40980,81905,49666,48406,41965,92112,53270,47327,41030,81224,49518,46902,41442,87248,51476,46669,40920,78570,49091,46418,41317,83512,50703,46451,40892,74349,48514,46316,41369,79594,49517,2362,1547066,16141,1856479,3104,1547066,402,1547066,0,1547066,402,1547066,729,1547066,324,1547066,5043,519,540,277,76,4,5,4,12,
